Comment Number (ID),Nickname,User @,User URL,Comment Text,Time,Likes,Profile Picture URL,Is 2nd Level Comment,User Replied To,Number of Replies
754,Luca Bukoll,lucabreal,https://www.tiktok.com/@lucabreal,Die armen Kinder,04.09.21,0,https://p16-sign-va.tiktokcdn.com/tos-maliva-avt-0068/57d75564ff6e469031328c8def4cd2ad~c5_100x100.jpg?x-expires=1702054800&x-signature=rUXdwNa39LdbFQbTFg%2BvfhFUEpQ%3D,No,---,0
755,walkuerus,walkuerus,https://www.tiktok.com/@walkuerus,Seid ihr alle schon in der Rente oder wieso sind CDU und FDP für so viele die scheinbar einzigen Optionen?,04.09.21,0,https://p16-sign-useast2a.tiktokcdn.com/tos-useast2a-avt-0068-euttp/050bb986513a84daa34d78b5a85cfdca~c5_100x100.jpg?x-expires=1702054800&x-signature=6YSh9XE0Ae0b74z72cKMmHCOWf0%3D,No,---,0
756,emmily.fernandez,_emmi_fernandez,https://www.tiktok.com/@_emmi_fernandez,Nochmal für alle : nur weil man sich im Internet nett präsentiert, heißt das nicht, dass man qualifiziert ist als Kanzler/in,04.09.21,0,https://p16-sign-useast2a.tiktokcdn.com/tos-useast2a-avt-0068-giso/070b6383405213c440861b6e0ec3269f~c5_100x100.jpg?x-expires=1702054800&x-signature=tFlByvkskodHoBTHFR6ZMq%2F9d3E%3D,No,---,0
757,user9725336547471,heimale,https://www.tiktok.com/@heimale,Selten so eine scheinheilige Ausstrahlung gesehen.. einfach nur machtgeil,04.09.21,0,https://p16-sign-va.tiktokcdn.com/tos-maliva-avt-0068/58eb7632a307a70eecc7eeedf2bdcb9e~c5_100x100.jpg?x-expires=1702054800&x-signature=iPPT4XmxhXCHVg%2BQ%2BYCXjieYPsk%3D,No,---,0
758,Lena,0831.lena,https://www.tiktok.com/@0831.lena,Ohne dieses Politik Zeug wer die Frau sympathisch🤝🙃@video_zeugs__,04.09.21,0,https://p16-sign-useast2a.tiktokcdn.com/tos-useast2a-avt-0068-euttp/7d9bc31968fa690faa4965ab063f3f23~c5_100x100.jpg?x-expires=1702054800&x-signature=QCyIkbe9LfJ%2BJPw7qSD%2Bp4cYg84%3D,No,---,0
759,𝕿𝖗𝖎𝖘𝖙𝖆𝖓™,tris.mk.9.9.9,https://www.tiktok.com/@tris.mk.9.9.9,ihr könnt sagen was ihr wollt ich finde sie sympathisch,04.09.21,0,https://p16-sign-useast2a.tiktokcdn.com/tos-useast2a-avt-0068-euttp/4996952207e3dd495f1083c3041e5a6c~c5_100x100.jpg?x-expires=1702054800&x-signature=ieqMJPFABwnF1lvLNYuF7%2Fqr%2B0c%3D,No,---,0
760,Alita,john.smith.1.2.3,https://www.tiktok.com/@john.smith.1.2.3,Da werden aber tolle Fragen gestellt. Die sind extrem hilfreich fúr die Wahlentscheidung 🙄,04.09.21,0,https://p16-sign-va.tiktokcdn.com/tos-maliva-avt-0068/d858b57a07d2c4406dda2bcc6800505c~c5_100x100.jpg?x-expires=1702054800&x-signature=hOXQdQmnqNAxoNohUdzCgeZFWz8%3D,No,---,0
761,Büro ist keine Arbeit,tobi0943,https://www.tiktok.com/@tobi0943,hat ihr handy auch einen kobolt-akku?😂,04.09.21,0,https://p16-sign-va.tiktokcdn.com/musically-maliva-obj/1667546208036869~c5_100x100.jpg?x-expires=1702054800&x-signature=gBWiLvXY781Fn8IrisM550sJ%2F7M%3D,No,---,0
762,Ron David,rondavid__,https://www.tiktok.com/@rondavid__,Total sympathische Frau 🙏,02.09.21,0,https://p16-sign-useast2a.tiktokcdn.com/tos-useast2a-avt-0068-euttp/eef1b9a6874658aa89c4795398022dfc~c5_100x100.jpg?x-expires=1702054800&x-signature=x06hs8Z0jmw%2FKygKKHbiSEFKFOw%3D,No,---,0
763,not.funny.bro.,not_that_funny_bro,https://www.tiktok.com/@not_that_funny_bro,Laschet hat noch ein Telefon mit Wählscheibe,04.09.21,0,https://p16-sign-va.tiktokcdn.com/tos-maliva-avt-0068/bde57f3d1cd06ea541487985edfbfab3~c5_100x100.jpg?x-expires=1702054800&x-signature=Gfa0z%2FAIckthpI81T2pOlCZUVWE%3D,No,---,0
764,Johanna,j.ohanna9,https://www.tiktok.com/@j.ohanna9,Sie ist vielleicht an sich ne ganz nette aber niemals geeignet für so einen Posten!,02.09.21,0,https://p16-sign-va.tiktokcdn.com/tos-maliva-avt-0068/0828e63693623f51fc132cfbb60beee7~c5_100x100.jpg?x-expires=1702054800&x-signature=yn25BgxBedvESKBPWQQ15zPNFRY%3D,No,---,0
765,spaceseraシ✔︎✌︎︎,spacesera3,https://www.tiktok.com/@spacesera3,Macht mal ein Video über die Piratenpatei oder die Tierschutzpartei,02.09.21,0,https://p16-sign-va.tiktokcdn.com/tos-maliva-avt-0068/2b32b78aec5bb870c9058ea4310efae9~c5_100x100.jpg?x-expires=1702054800&x-signature=hDsD%2F4fOlIqGHqGqYPpAqVXWO1w%3D,No,---,0
766,carlo,carlo.zce,https://www.tiktok.com/@carlo.zce,*scrollt weiter*,04.09.21,0,https://p16-sign-useast2a.tiktokcdn.com/tos-useast2a-avt-0068-euttp/9550437ec0be7bccf0c6ce69af450225~c5_100x100.jpg?x-expires=1702054800&x-signature=bkeFePj5QacvENLEgo%2FOU7G4Ksc%3D,No,---,0
767,Luca,archivvonluca,https://www.tiktok.com/@archivvonluca,@jeeperclay von den grünen,02.09.21,0,https://p16-sign-useast2a.tiktokcdn.com/tos-useast2a-avt-0068-euttp/717da9b81851db459b45bc675ab17441~c5_100x100.jpg?x-expires=1702054800&x-signature=%2FgTKt3frQzQoIgo%2BWysUc3E7748%3D,No,---,0
768,dvd_kri,dvd_kri,https://www.tiktok.com/@dvd_kri,Simse??,04.09.21,0,https://p16-sign-va.tiktokcdn.com/tos-maliva-avt-0068/aa8e357a9de54bd20e9d3372ce054ae6~c5_100x100.jpg?x-expires=1702054800&x-signature=U%2BjFcp1CtSi0Yo1prIuEHtH68nA%3D,No,---,0
769,tnz032281,tnz03228,https://www.tiktok.com/@tnz03228,Wie alle immer auf Krampf sympathisch wirken wollen,02.09.21,0,https://p16-sign-va.tiktokcdn.com/tos-maliva-avt-0068/9bcf27f9b707a42cad987c3aa3589d04~c5_100x100.jpg?x-expires=1702054800&x-signature=NylHWKSGxTtmN40oRBMyQ8X2Y3Q%3D,No,---,0
770,جوليان,juliano.961,https://www.tiktok.com/@juliano.961,Wer Grün wählt hat einen kleinen,02.09.21,0,https://p16-sign-useast2a.tiktokcdn.com/tos-useast2a-avt-0068-euttp/f62c9540b6dfa70b625512b0f0e1f40c~c5_100x100.jpg?x-expires=1702054800&x-signature=ikK53oMPEcLbfaKrtTKqCzyBaJQ%3D,No,---,0
771,Marius.ekd,suiram29,https://www.tiktok.com/@suiram29,Find sie mies unangenehm,04.09.21,0,https://p16-sign-va.tiktokcdn.com/tos-maliva-avt-0068/fcfcb08bdb74b97c6b2051c265af5fbc~c5_100x100.jpg?x-expires=1702054800&x-signature=cWkwvkylgJEAZ%2BwwdI%2Bbc8usruw%3D,No,---,0
772,Deniz,xdeniz.kx,https://www.tiktok.com/@xdeniz.kx,Hilfe,04.09.21,0,https://p16-sign-va.tiktokcdn.com/musically-maliva-obj/a2336a5c4a4158e7b20480b83e0f7932~c5_100x100.jpg?x-expires=1702054800&x-signature=ZS6PYTt1NS1E6xPks5XDbeNbJMQ%3D,No,---,0
773,lasse_th1em,lthiem,https://www.tiktok.com/@lthiem,@smol._.raven @freya_bode Omg ich hab sie gefunden, sie is es hahahaha,04.09.21,0,https://p16-sign-useast2a.tiktokcdn.com/tos-useast2a-avt-0068-euttp/148632539eaf8ae8e82558cd50fb7925~c5_100x100.jpg?x-expires=1702054800&x-signature=%2FHJfUZtglAJ7KHzTQGJuTRzxhw4%3D,No,---,0
774,🐊,immanuel_272,https://www.tiktok.com/@immanuel_272,Die Fragen sind so albern,04.09.21,0,https://p77-sign-va.tiktokcdn.com/tos-maliva-avt-0068/1c4ac55f97edd69d47c3e2385943956b~c5_100x100.jpg?x-expires=1702054800&x-signature=xZ55A%2FvwGdgUNflg8yGnr1SJwNE%3D,No,---,0
775,🐊,immanuel_272,https://www.tiktok.com/@immanuel_272,Bearbock wäre schlecht für Deutschland als Kanzler Kandidat,04.09.21,0,https://p77-sign-va.tiktokcdn.com/tos-maliva-avt-0068/1c4ac55f97edd69d47c3e2385943956b~c5_100x100.jpg?x-expires=1702054800&x-signature=xZ55A%2FvwGdgUNflg8yGnr1SJwNE%3D,No,---,0
776,🅕🅘🅝🅝,detemlak,https://www.tiktok.com/@detemlak,keiner hat bock auf die,02.09.21,0,https://p16-sign-va.tiktokcdn.com/tos-maliva-avt-0068/e9e594e60fe0f7aaddcb554f986b3ff5~c5_100x100.jpg?x-expires=1702054800&x-signature=3kuFtAro5z%2BDMFP6ZevXoiRfqQs%3D,No,---,0
777,Sodaken,sodaron,https://www.tiktok.com/@sodaron,die Stimme schon so Horror,04.09.21,0,https://p16-sign-va.tiktokcdn.com/musically-maliva-obj/1662274509270022~c5_100x100.jpg?x-expires=1702054800&x-signature=qEiZeBI%2BRAjkL%2BbKfq%2BGwna0TwA%3D,No,---,0
778,Account,user.8no1,https://www.tiktok.com/@user.8no1,tut mir leid aber als Kanzlerin komplett ungeeignet,04.09.21,0,https://p16-sign-va.tiktokcdn.com/tos-maliva-avt-0068/53a85b6059ba1e6ba1f8686cd3bcb051~c5_100x100.jpg?x-expires=1702054800&x-signature=NPwmkJPD6jVAgBYV71G5XgU%2BOgs%3D,No,---,0
779,🥝🍐,summbeto,https://www.tiktok.com/@summbeto,Als Person ist sie sympathisch aber nicht in der Politik,04.09.21,0,https://p16-sign-useast2a.tiktokcdn.com/tos-useast2a-avt-0068-euttp/8844beec0844d44f582e609b13b2a873~c5_100x100.jpg?x-expires=1702054800&x-signature=yyBXyI4ahNEv%2FZOlP4iAvfUkLLs%3D,No,---,0
780,Joel Msk,joelmsk,https://www.tiktok.com/@joelmsk,Wahlkampf..Wahlkampf..Wahlkampf…,02.09.21,0,https://p16-sign-useast2a.tiktokcdn.com/tos-useast2a-avt-0068-euttp/08f587014131968462731c8b2980e64f~c5_100x100.jpg?x-expires=1702054800&x-signature=aDJAxzkGipaPkeopNcdDt6H6KyU%3D,No,---,0
781,Ella,nutellahaze,https://www.tiktok.com/@nutellahaze,Die ist so ehrlich, klar und offen. Echt sympathisch. (Ja, Scholz, AB und Laschet haben hier und da schriftliche Unwahrheiten bzw. Plagiate),04.09.21,0,https://p16-sign-va.tiktokcdn.com/tos-maliva-avt-0068/0eb498b063b7bdafaf5a113f3a82166a~c5_100x100.jpg?x-expires=1702054800&x-signature=puLF41nLkK%2FuLdPp6L%2FWP%2Fa%2FmVo%3D,No,---,0
782,jxsxn_hfm,jason.hfm,https://www.tiktok.com/@jason.hfm,Nein zu Grün!,04.09.21,0,https://p16-sign-useast2a.tiktokcdn.com/tos-useast2a-avt-0068-euttp/753ca406d7d2fdf900fa5d0098e2a65e~c5_100x100.jpg?x-expires=1702054800&x-signature=y0oCHWz8C5%2BIdzIzObOP4TYEPN0%3D,No,---,0
783,jxsxn_hfm,jason.hfm,https://www.tiktok.com/@jason.hfm,Nein zu grün!,04.09.21,0,https://p16-sign-useast2a.tiktokcdn.com/tos-useast2a-avt-0068-euttp/753ca406d7d2fdf900fa5d0098e2a65e~c5_100x100.jpg?x-expires=1702054800&x-signature=y0oCHWz8C5%2BIdzIzObOP4TYEPN0%3D,No,---,0
784,andreas_29,andreas_7715,https://www.tiktok.com/@andreas_7715,Wie sie heute zugeben musste - hat sie die für ALLE geforderten Solaranlage selbst natürlich nicht auf dem Dach oder Balkon - Wein und Wasser 😂,04.09.21,0,https://p16-sign-va.tiktokcdn.com/tos-maliva-avt-0068/941521f548176cbca4a545499508e22f~c5_100x100.jpg?x-expires=1702054800&x-signature=ZNqomAJyZuxZnC6GdFi2%2BaRSC1c%3D,No,---,0
785,Karl-Henning Höhn,blutzwente,https://www.tiktok.com/@blutzwente,Wählen gehen,04.09.21,0,https://p16-sign-va.tiktokcdn.com/musically-maliva-obj/1670737330834438~c5_100x100.jpg?x-expires=1702054800&x-signature=XLEZEU7aeQyOtkTy%2FE9K03z7%2F3U%3D,No,---,0
786,Oskar🥊,oskar.snk,https://www.tiktok.com/@oskar.snk,Voll akkurat,04.09.21,0,https://p16-sign-va.tiktokcdn.com/tos-maliva-avt-0068/a0a1828dc8534fd19beafe5c8b9da5b0~c5_100x100.jpg?x-expires=1702054800&x-signature=oMfdSdGSROHCA2GsfJZ9RXl2L1k%3D,No,---,0
787,vXv_Blacklama,vxv_blacklama,https://www.tiktok.com/@vxv_blacklama,Bei mir in der Stadt haben die überall 30 Zonen gemacht 🥲,04.09.21,0,https://p16-sign-va.tiktokcdn.com/tos-maliva-avt-0068/f4f9532d6cbf9d7c5f80979b3d971555~c5_100x100.jpg?x-expires=1702054800&x-signature=MhvozR42WCNwEkNYv%2B1gKakZbaM%3D,No,---,0
788,Marcel,marcel_38,https://www.tiktok.com/@marcel_38,Ein 💚 für das Klima.,04.09.21,0,https://p16-sign-va.tiktokcdn.com/tos-maliva-avt-0068/521bc9c0e4c1b50892da797e021eddcf~c5_100x100.jpg?x-expires=1702054800&x-signature=RY5MNvhR%2BkFJmjcSSEsRPNXo6L8%3D,No,---,0
789,"lilly ,(",lilli_119,https://www.tiktok.com/@lilli_119,@lorena.1905,04.09.21,0,https://p16-sign-va.tiktokcdn.com/tos-maliva-avt-0068/d1f96a7fa1293c8a392930b72e2612d3~c5_100x100.jpg?x-expires=1702054800&x-signature=7vRDn4BsToAwneR4vupG6EhmpxM%3D,No,---,0
790,Piet,piet1887,https://www.tiktok.com/@piet1887,Kommt für mich immer rüber wie Dolores umbridge,02.09.21,0,https://p77-sign-va.tiktokcdn.com/tos-maliva-avt-0068/f7595bd052b8da2c36164eeade37186d~c5_100x100.jpg?x-expires=1702054800&x-signature=cl4yuWpwb0wLfaLRzEYbqRDTbIM%3D,No,---,0
791,Sonnenblume 23,32waltsea,https://www.tiktok.com/@32waltsea,niemals grün wählen,04.09.21,0,https://p16-sign-va.tiktokcdn.com/musically-maliva-obj/6891725227680595973~c5_100x100.jpg?x-expires=1702054800&x-signature=5HkbulEC%2FNVQXpfckKwrv8cbhcQ%3D,No,---,0
792,clips,root_42,https://www.tiktok.com/@root_42,Was ein Glück war das letzte Foto der Bus, sonst hätten wir Augenkrebs bekommen,04.09.21,0,https://p16-sign-useast2a.tiktokcdn.com/tos-useast2a-avt-0068-euttp/d6a8df87f9270a4ecb56f76cec303e40~c5_100x100.jpg?x-expires=1702054800&x-signature=itP98JTYal8qxBLUNtcxqbwkbws%3D,No,---,0
793,It'smeee,nele_23040,https://www.tiktok.com/@nele_23040,Ganz ehrlich wirklich sympathisch aber wenn man so natürlich ist etc dann sollte man doch auch ein fair produziertes Handy aus Deutschland haben oder?,04.09.21,0,https://p16-sign-va.tiktokcdn.com/tos-maliva-avt-0068/00ec22bee54eaff38bb86fa2ff39e663~c5_100x100.jpg?x-expires=1702054800&x-signature=yKsICt1c07PKUCAZOd53qyRCjPA%3D,No,---,0
794,Luna Grimes ☁️,meetmeinthepalemoonligh2,https://www.tiktok.com/@meetmeinthepalemoonligh2,@amalkrx was ne Maus,02.09.21,0,https://p16-sign-useast2a.tiktokcdn.com/tos-useast2a-avt-0068-euttp/425a0b637dfc23bc3c2d4b9d07455ae9~c5_100x100.jpg?x-expires=1702054800&x-signature=DkCosWrVsRVe%2FyyDdQEOrSbu27I%3D,No,---,0
795,leif,leif_sch07,https://www.tiktok.com/@leif_sch07,Unsympathisch,04.09.21,0,https://p16-sign-va.tiktokcdn.com/tos-maliva-avt-0068/038e8bcd10103f5e6a6a77c7a3e33d87~c5_100x100.jpg?x-expires=1702054800&x-signature=nMgjGBzj4%2BcjwxiVglQu%2FPDkq4M%3D,No,---,0
796,einfach einer,einfacheiner,https://www.tiktok.com/@einfacheiner,Hab die heute gesehen,04.09.21,0,https://p16-sign-va.tiktokcdn.com/tos-maliva-avt-0068/b11489efb678ed5d655ef9d36ed2be8e~c5_100x100.jpg?x-expires=1702054800&x-signature=QIL35lYROrJ6tRGuIP3hFNtbGl8%3D,No,---,0
797,rhenus,rhenus,https://www.tiktok.com/@rhenus,Sympathisch ! Aber sie hätten Robert nehmen sollen, dann sähen die Umfrageergebnisse jetzt sicher anders aus!,04.09.21,0,https://p16-sign-va.tiktokcdn.com/musically-maliva-obj/1649406059087877~c5_100x100.jpg?x-expires=1702054800&x-signature=WeXnA2XkE%2FgYPon0Urf3snr%2FWy8%3D,No,---,0
798,Uwu,uwu_girl_123451,https://www.tiktok.com/@uwu_girl_123451,Afd💙💙💙💙,05.09.21,0,https://p16-sign-useast2a.tiktokcdn.com/tos-useast2a-avt-0068-euttp/b0d26c0886ad35ea8f059eb42bd9c35b~c5_100x100.jpg?x-expires=1702054800&x-signature=VHc18CsP8BzeGj6Shl0Zu%2FMFaSU%3D,No,---,0
799,Samsarer,samsarer,https://www.tiktok.com/@samsarer,Und die will Kanzlerin?!,05.09.21,0,https://p16-sign-va.tiktokcdn.com/musically-maliva-obj/1666341244502022~c5_100x100.jpg?x-expires=1702054800&x-signature=zk%2BqIQYt9H1583qChh9i2k5w4Vo%3D,No,---,0
800,Petra Kämpf,user8445255561641,https://www.tiktok.com/@user8445255561641,NurAFD 💙,05.09.21,0,https://p16-sign-va.tiktokcdn.com/musically-maliva-obj/1690900941843462~c5_100x100.jpg?x-expires=1702054800&x-signature=zFKFf4gUK7jfXVjCB0JdmW4HuxA%3D,No,---,0
801,anonym4389,anonym4389,https://www.tiktok.com/@anonym4389,sympathisch,05.09.21,0,https://p16-sign-va.tiktokcdn.com/tos-maliva-avt-0068/079a1c7794be1b60aced85963451ad84~c5_100x100.jpg?x-expires=1702054800&x-signature=8WHu7qMc7V1M7cZMteFDj1Aae4E%3D,No,---,0
802,Hannah,hxnnxh_sch6,https://www.tiktok.com/@hxnnxh_sch6,@der_holzfluesterer 😂😂😂,02.09.21,0,https://p16-sign-sg.tiktokcdn.com/aweme/100x100/tos-alisg-avt-0068/635298a9558d2e22417cd3d22c4bcb0d.jpg?x-expires=1702054800&x-signature=FHIVFbDjDUNdkuZeAHwq9Gai9ok%3D,No,---,0
803,lotta,baelottilol_vs,https://www.tiktok.com/@baelottilol_vs,@nasti_bb naaaw so nh süße,02.09.21,0,https://p16-sign-useast2a.tiktokcdn.com/tos-useast2a-avt-0068-euttp/5da1bcfa63cc0d80e00a31c3357bf72c~c5_100x100.jpg?x-expires=1702054800&x-signature=8T8sFb80QO8zMwj6w8NnzKpemYw%3D,No,---,0
804,Jeremias Benedikt,jeremias_benedikt_antune,https://www.tiktok.com/@jeremias_benedikt_antune,Für das Handy sind viele Leute gestorben die will grün sein 😂😂😂😂😂🤦‍♂️🤦‍♂️🤦‍♂️,05.09.21,0,https://p16-sign-useast2a.tiktokcdn.com/tos-useast2a-avt-0068-euttp/2b58da67948403164fde2d5ba3b9308e~c5_100x100.jpg?x-expires=1702054800&x-signature=U37MzdCjZ%2FHMB6Yv0mPlNMFJ2Q8%3D,No,---,0
805,Galantias,galantias1,https://www.tiktok.com/@galantias1,💚,05.09.21,0,https://p16-sign-va.tiktokcdn.com/tos-maliva-avt-0068/89d863b8f0c81d7421e4933a893fa177~c5_100x100.jpg?x-expires=1702054800&x-signature=GVc9oIkQLV%2BhH9EdwpchRND%2Bzkk%3D,No,---,0
806,user4529213179587,ybldnxpsdz,https://www.tiktok.com/@ybldnxpsdz,Neee,05.09.21,0,https://p16-sign-va.tiktokcdn.com/musically-maliva-obj/1594805258216454~c5_100x100.jpg?x-expires=1702054800&x-signature=3BIf08pZxVHHGSPR9mjSbc6v7zQ%3D,No,---,0
807,t0n1_cgnn,toni_cgnnn,https://www.tiktok.com/@toni_cgnnn,die is iwie sympathisch aber wähle die trz nicht,05.09.21,0,https://p16-sign-useast2a.tiktokcdn.com/tos-useast2a-avt-0068-euttp/b4db28b91823de9f4efec1ae9aac1167~c5_100x100.jpg?x-expires=1702054800&x-signature=vsedM8kWlkuS7j0bLIWvAre3Eok%3D,No,---,0
808,Torius1_2,torius1_2,https://www.tiktok.com/@torius1_2,sie ist zwar nett aber das sie ein. Tempolimit vordert geht absolut gar nicht,05.09.21,0,https://p16-sign-va.tiktokcdn.com/musically-maliva-obj/6999264789641838598~c5_100x100.jpg?x-expires=1702054800&x-signature=ADib0iXWiB3Lie5HLEgUs8LUcRY%3D,No,---,0
809,raf_ finiert,raf_finiert,https://www.tiktok.com/@raf_finiert,@flowujd,02.09.21,0,https://p16-sign-va.tiktokcdn.com/tos-maliva-avt-0068/3b48f622d84c24d3ef7d2b15fc073cee~c5_100x100.jpg?x-expires=1702054800&x-signature=LMf%2Fkq40ZSl0GeX%2FPPyTLO5d%2FHY%3D,No,---,0
810,Yasemin,yumyumsoupchicken,https://www.tiktok.com/@yumyumsoupchicken,ich diese Frau so mega sympathisch💚,05.09.21,0,https://p16-sign-useast2a.tiktokcdn.com/tos-useast2a-avt-0068-giso/07b7c3b7f96b292ee02c474f43ad2f06~c5_100x100.jpg?x-expires=1702054800&x-signature=AMPtgi98bhNRrU%2BTAwV0t02eyM8%3D,No,---,0
811,KX,1use108jiks,https://www.tiktok.com/@1use108jiks,Persönlich eine nette Dame, politisch brauchen wir nicht drüber reden,05.09.21,0,https://p16-sign-va.tiktokcdn.com/tos-maliva-avt-0068/5dc9b73dc2f64c2653d66f54da32637f~c5_100x100.jpg?x-expires=1702054800&x-signature=7QPbFsWhvFIXEFoL3gi6KqOVXIA%3D,No,---,0
812,HokaHonu,hokahonu,https://www.tiktok.com/@hokahonu,Sympathisch,05.09.21,0,https://p16-sign-useast2a.tiktokcdn.com/tos-useast2a-avt-0068-euttp/aa3843d03575f6acb01b7e2bcc8b086d~c5_100x100.jpg?x-expires=1702054800&x-signature=TSlzUbVUFUWUrSKwlvje%2Bliot4k%3D,No,---,0
813,user7706348580707,schulle61,https://www.tiktok.com/@schulle61,Kompetenz Trampolin springen,05.09.21,0,https://p16-sign-va.tiktokcdn.com/musically-maliva-obj/1594805258216454~c5_100x100.jpg?x-expires=1702054800&x-signature=3BIf08pZxVHHGSPR9mjSbc6v7zQ%3D,No,---,0
814,hkjäuä,wxe_k,https://www.tiktok.com/@wxe_k,Auf öko machen aber in der Freizeit mit ein R8 fahren 😂 aber alle sollen ja E-Fahren,05.09.21,0,https://p16-sign-va.tiktokcdn.com/tos-maliva-avt-0068/1d549a9b92970441bfb8b53158b76bd3~c5_100x100.jpg?x-expires=1702054800&x-signature=uDxXHdp56alQTv0IZ3lWDzIz1m4%3D,No,---,0
815,Daniel,kadett13s,https://www.tiktok.com/@kadett13s,"Grün 🤮
sei schlau wähl blau 💙",05.09.21,0,https://p16-sign-va.tiktokcdn.com/tos-maliva-avt-0068/c471e24395d99f64a528d66423a0cbff~c5_100x100.jpg?x-expires=1702054800&x-signature=KOHES9nY2%2BhtwPi4NLk3UKY7fMU%3D,No,---,0
816,Finley,finley0206,https://www.tiktok.com/@finley0206,Macht die weg,05.09.21,0,https://p16-sign-va.tiktokcdn.com/tos-maliva-avt-0068/a7e30b7e4c76893798c5125c533b5aa3~c5_100x100.jpg?x-expires=1702054800&x-signature=SVMLCfUIwpsxCfb2YQLHFFIp4EI%3D,No,---,0
817,Esel 1,esel.1von2,https://www.tiktok.com/@esel.1von2,Sympatisch hoch 100.000.000.000🥺,02.09.21,0,https://p16-sign-va.tiktokcdn.com/tos-maliva-avt-0068/da58a1adf3c71defa8d3bfddd3dc5a8c~c5_100x100.jpg?x-expires=1702054800&x-signature=FuOFIG5OFWllcNL4dejZT9vTVws%3D,No,---,0
818,.,j.zyk,https://www.tiktok.com/@j.zyk,Warum fahren die net mit dem fahrrad? Ich dachte die ist für die Umwelt,05.09.21,0,https://p16-sign-useast2a.tiktokcdn.com/tos-useast2a-avt-0068-euttp/d7538865886096c7a07168c120d6b89a~c5_100x100.jpg?x-expires=1702054800&x-signature=fC7VDYMu0FxWFNDtElgcNOQvWC8%3D,No,---,0
819,jana,sw.janaa,https://www.tiktok.com/@sw.janaa,@ichheissesuna @tpwkviktoriaa,02.09.21,0,https://p16-sign-useast2a.tiktokcdn.com/tos-useast2a-avt-0068-euttp/913ce595f21faaeb4aaa1a6a0478156b~c5_100x100.jpg?x-expires=1702054800&x-signature=iGHVmWba5jxrlbA0I4HCXtjVl0k%3D,No,---,0
820,David Tyson265,davidaushh,https://www.tiktok.com/@davidaushh,Voll sympathisch, als Kita Managerin durchaus ernsthaft in Betracht zu ziehen 😂😂😂,05.09.21,0,https://p16-sign-useast2a.tiktokcdn.com/tos-useast2a-avt-0068-euttp/15595f99b6145d08db1a2b32ce9b848e~c5_100x100.jpg?x-expires=1702054800&x-signature=tbCaTu5FAm25ee6kyGuV3yJbRIc%3D,No,---,0
821,Atheist,contrappuntistica,https://www.tiktok.com/@contrappuntistica,Nett, hübsch, offen, freundlich und sympathisch ist sie wirklich sehr.,05.09.21,0,https://p16-sign-useast2a.tiktokcdn.com/tos-useast2a-avt-0068-euttp/6930b203bfcd4ef2a9ae552862cd2892~c5_100x100.jpg?x-expires=1702054800&x-signature=TqpM7MzWthOjsw5nOrwbp6jErVw%3D,No,---,0
822,pillepalle,userpillepalle,https://www.tiktok.com/@userpillepalle,Kandidat kann sie ja sein aber ansonsten...obwohl die Welt lacht jetzt schon über Deutschland und ob da nun die Kanzlerin 😂😂,05.09.21,0,https://p16-sign-va.tiktokcdn.com/musically-maliva-obj/1594805258216454~c5_100x100.jpg?x-expires=1702054800&x-signature=3BIf08pZxVHHGSPR9mjSbc6v7zQ%3D,No,---,0
823,Live free or fcking die!,schizocrates,https://www.tiktok.com/@schizocrates,„Simse“ aber die Grünen sind natürlich gut für Digitalisierung,05.09.21,0,https://p16-sign-useast2a.tiktokcdn.com/tos-useast2a-avt-0068-euttp/cfcdaea76fc00396b26df8c36efe0ba6~c5_100x100.jpg?x-expires=1702054800&x-signature=bpsVu972mgpBw56YWRGapY%2F3A0w%3D,No,---,0
824,Jgaming221,jgaming51,https://www.tiktok.com/@jgaming51,@oldtimerarmy_moritz oh neee,05.09.21,0,https://p16-sign-va.tiktokcdn.com/tos-maliva-avt-0068/c98a31e892911588bc28217fdacfb5ed~c5_100x100.jpg?x-expires=1702054800&x-signature=%2Fx3X611t%2F5AV%2FT6UTS0zzNy5IV0%3D,No,---,0
825,Lindi Be.,sbernasch,https://www.tiktok.com/@sbernasch,Oh-nein 👎,05.09.21,0,https://p16-sign-va.tiktokcdn.com/tos-maliva-avt-0068/1b7fc6cac3d6698ef8929ced45b2c6df~c5_100x100.jpg?x-expires=1702054800&x-signature=qtWrIwhziGgBLyFH44LoZWemBV8%3D,No,---,0
826,Laura,lauraclbi,https://www.tiktok.com/@lauraclbi,💚,02.09.21,0,https://p16-sign-useast2a.tiktokcdn.com/tos-useast2a-avt-0068-giso/80fd56af391f89a3eb04bfbfd040962d~c5_100x100.jpg?x-expires=1702054800&x-signature=E7OM53bP5ft5Mbe8AnrKCUiDGNs%3D,No,---,0
827,myyy_reactions🤦🏼‍♂️😱,myyy_reactions,https://www.tiktok.com/@myyy_reactions,Und Jemand soll ein Land regieren?? Kann doch nicht ernst gemeint sein 😳 könnte eher Kinderbücher schreiben 😅,05.09.21,0,https://p77-sign-va.tiktokcdn.com/tos-maliva-avt-0068/db0369d9d08ff129fb0db722f4ba5ee6~c5_100x100.jpg?x-expires=1702054800&x-signature=1f3NzsNmIj3VcGe6dtu7EKPlavo%3D,No,---,0
